Store,Date,Dept,Temperature,Fuel_Price,CPI,Unemployment,Weekly_Sales,IsHoliday
1,2010/2/5,92,42.31,2.572,211.0963582,8.106,139884.94,0
1,2010/2/5,93,42.31,2.572,211.0963582,8.106,64494.87,0
1,2010/2/5,94,42.31,2.572,211.0963582,8.106,56655.39,0
1,2010/2/5,95,42.31,2.572,211.0963582,8.106,106690.06,0
1,2010/2/5,97,42.31,2.572,211.0963582,8.106,32153.04,0
1,2010/2/5,98,42.31,2.572,211.0963582,8.106,10891.37,0
1,2010/2/12,1,38.51,2.548,211.2421698,8.106,46039.49,1
1,2010/2/12,2,38.51,2.548,211.2421698,8.106,44682.74,1
1,2010/2/12,3,38.51,2.548,211.2421698,8.106,10887.84,1
1,2010/2/12,4,38.51,2.548,211.2421698,8.106,35351.21,1
1,2010/2/12,5,38.51,2.548,211.2421698,8.106,29620.81,1
1,2010/2/12,6,38.51,2.548,211.2421698,8.106,9135,1
1,2010/2/12,7,38.51,2.548,211.2421698,8.106,18310.31,1
1,2010/2/12,8,38.51,2.548,211.2421698,8.106,37334.83,1
1,2010/2/12,9,38.51,2.548,211.2421698,8.106,16562.49,1
1,2010/2/12,10,38.51,2.548,211.2421698,8.106,31494.77,1
1,2010/2/12,11,38.51,2.548,211.2421698,8.106,21760.75,1
1,2010/2/12,12,38.51,2.548,211.2421698,8.106,8654.07,1
1,2010/2/12,13,38.51,2.548,211.2421698,8.106,36476.4,1
1,2010/2/12,14,38.51,2.548,211.2421698,8.106,18129.02,1
1,2010/2/12,16,38.51,2.548,211.2421698,8.106,11873.89,1
1,2010/2/12,17,38.51,2.548,211.2421698,8.106,13403.66,1
1,2010/2/12,18,38.51,2.548,211.2421698,8.106,19006.5,1
1,2010/2/12,19,38.51,2.548,211.2421698,8.106,1490.79,1
1,2010/2/12,20,38.51,2.548,211.2421698,8.106,3697.7,1
1,2010/2/12,21,38.51,2.548,211.2421698,8.106,8735.83,1
1,2010/2/12,22,38.51,2.548,211.2421698,8.106,14807.95,1
1,2010/2/12,23,38.51,2.548,211.2421698,8.106,22812.41,1
1,2010/2/12,24,38.51,2.548,211.2421698,8.106,8050.24,1
1,2010/2/12,25,38.51,2.548,211.2421698,8.106,13268.75,1
1,2010/2/12,26,38.51,2.548,211.2421698,8.106,10050.92,1
1,2010/2/12,27,38.51,2.548,211.2421698,8.106,2339.5,1
1,2010/2/12,28,38.51,2.548,211.2421698,8.106,1008.36,1
1,2010/2/12,29,38.51,2.548,211.2421698,8.106,7696.61,1
1,2010/2/12,30,38.51,2.548,211.2421698,8.106,5328.5,1
1,2010/2/12,31,38.51,2.548,211.2421698,8.106,3228.96,1
1,2010/2/12,32,38.51,2.548,211.2421698,8.106,14700.59,1
1,2010/2/12,33,38.51,2.548,211.2421698,8.106,8483.54,1
1,2010/2/12,34,38.51,2.548,211.2421698,8.106,12852.83,1
1,2010/2/12,35,38.51,2.548,211.2421698,8.106,2420,1
1,2010/2/12,36,38.51,2.548,211.2421698,8.106,432,1
1,2010/2/12,37,38.51,2.548,211.2421698,8.106,3450.68,1
1,2010/2/12,38,38.51,2.548,211.2421698,8.106,94136.35,1
1,2010/2/12,40,38.51,2.548,211.2421698,8.106,60828.25,1
1,2010/2/12,41,38.51,2.548,211.2421698,8.106,924.53,1
1,2010/2/12,42,38.51,2.548,211.2421698,8.106,7284.34,1
1,2010/2/12,44,38.51,2.548,211.2421698,8.106,4463.33,1
1,2010/2/12,45,38.51,2.548,211.2421698,8.106,34.47,1
1,2010/2/12,46,38.51,2.548,211.2421698,8.106,18826.47,1
1,2010/2/12,48,38.51,2.548,211.2421698,8.106,247,1
1,2010/2/12,49,38.51,2.548,211.2421698,8.106,16139.05,1
1,2010/2/12,51,38.51,2.548,211.2421698,8.106,28.11,1
1,2010/2/12,52,38.51,2.548,211.2421698,8.106,2728.58,1
1,2010/2/12,54,38.51,2.548,211.2421698,8.106,383,1
1,2010/2/12,55,38.51,2.548,211.2421698,8.106,18892.81,1
1,2010/2/12,56,38.51,2.548,211.2421698,8.106,2849.12,1
1,2010/2/12,58,38.51,2.548,211.2421698,8.106,4505,1
1,2010/2/12,59,38.51,2.548,211.2421698,8.106,1447.42,1
1,2010/2/12,60,38.51,2.548,211.2421698,8.106,1003.2,1
1,2010/2/12,67,38.51,2.548,211.2421698,8.106,17614.47,1
1,2010/2/12,71,38.51,2.548,211.2421698,8.106,4752,1
1,2010/2/12,72,38.51,2.548,211.2421698,8.106,79636.32,1
1,2010/2/12,74,38.51,2.548,211.2421698,8.106,11857.96,1
1,2010/2/12,79,38.51,2.548,211.2421698,8.106,36080.86,1
1,2010/2/12,80,38.51,2.548,211.2421698,8.106,16720.84,1
1,2010/2/12,81,38.51,2.548,211.2421698,8.106,30694.25,1
1,2010/2/12,82,38.51,2.548,211.2421698,8.106,20949.36,1
1,2010/2/12,83,38.51,2.548,211.2421698,8.106,7521.08,1
1,2010/2/12,85,38.51,2.548,211.2421698,8.106,4994.64,1
1,2010/2/12,87,38.51,2.548,211.2421698,8.106,39254.57,1
1,2010/2/12,90,38.51,2.548,211.2421698,8.106,79455.64,1
1,2010/2/12,91,38.51,2.548,211.2421698,8.106,66937,1
1,2010/2/12,92,38.51,2.548,211.2421698,8.106,143081.42,1
1,2010/2/12,93,38.51,2.548,211.2421698,8.106,70202.02,1
1,2010/2/12,94,38.51,2.548,211.2421698,8.106,62329.48,1
1,2010/2/12,95,38.51,2.548,211.2421698,8.106,111390.36,1
1,2010/2/12,97,38.51,2.548,211.2421698,8.106,33874.47,1
1,2010/2/12,98,38.51,2.548,211.2421698,8.106,16309.73,1
1,2010/2/19,1,39.93,2.514,211.2891429,8.106,41595.55,0
1,2010/2/19,2,39.93,2.514,211.2891429,8.106,47928.89,0
1,2010/2/19,3,39.93,2.514,211.2891429,8.106,11523.47,0
1,2010/2/19,4,39.93,2.514,211.2891429,8.106,36826.95,0
1,2010/2/19,5,39.93,2.514,211.2891429,8.106,26468.27,0
1,2010/2/19,6,39.93,2.514,211.2891429,8.106,6060.26,0
1,2010/2/19,7,39.93,2.514,211.2891429,8.106,19985.2,0
1,2010/2/19,8,39.93,2.514,211.2891429,8.106,38717.6,0
1,2010/2/19,9,39.93,2.514,211.2891429,8.106,15880.85,0
1,2010/2/19,10,39.93,2.514,211.2891429,8.106,29634.13,0
1,2010/2/19,11,39.93,2.514,211.2891429,8.106,18706.21,0
1,2010/2/19,12,39.93,2.514,211.2891429,8.106,9165.98,0
1,2010/2/19,13,39.93,2.514,211.2891429,8.106,37857.68,0
1,2010/2/19,14,39.93,2.514,211.2891429,8.106,17491.36,0
1,2010/2/19,16,39.93,2.514,211.2891429,8.106,13855.54,0
1,2010/2/19,17,39.93,2.514,211.2891429,8.106,13485.61,0
1,2010/2/19,18,39.93,2.514,211.2891429,8.106,17623.72,0
1,2010/2/19,19,39.93,2.514,211.2891429,8.106,1722.17,0
1,2010/2/19,20,39.93,2.514,211.2891429,8.106,4719.89,0
1,2010/2/19,21,39.93,2.514,211.2891429,8.106,8949.67,0
1,2010/2/19,22,39.93,2.514,211.2891429,8.106,12290.16,0
1,2010/2/19,23,39.93,2.514,211.2891429,8.106,21381.85,0
1,2010/2/19,24,39.93,2.514,211.2891429,8.106,7366.7,0
1,2010/2/19,25,39.93,2.514,211.2891429,8.106,10271.25,0
1,2010/2/19,26,39.93,2.514,211.2891429,8.106,10547.6,0
1,2010/2/19,27,39.93,2.514,211.2891429,8.106,2494.5,0
1,2010/2/19,28,39.93,2.514,211.2891429,8.106,1012.09,0
1,2010/2/19,29,39.93,2.514,211.2891429,8.106,7966.55,0
1,2010/2/19,30,39.93,2.514,211.2891429,8.106,5735,0
1,2010/2/19,31,39.93,2.514,211.2891429,8.106,2652,0
1,2010/2/19,32,39.93,2.514,211.2891429,8.106,20275.45,0
1,2010/2/19,33,39.93,2.514,211.2891429,8.106,7611.35,0
1,2010/2/19,34,39.93,2.514,211.2891429,8.106,13006.5,0
1,2010/2/19,35,39.93,2.514,211.2891429,8.106,2176,0
1,2010/2/19,36,39.93,2.514,211.2891429,8.106,595,0
1,2010/2/19,37,39.93,2.514,211.2891429,8.106,3203.31,0
1,2010/2/19,38,39.93,2.514,211.2891429,8.106,98672.59,0
1,2010/2/19,40,39.93,2.514,211.2891429,8.106,68569.53,0
1,2010/2/19,41,39.93,2.514,211.2891429,8.106,1206.88,0
1,2010/2/19,42,39.93,2.514,211.2891429,8.106,8423.87,0
1,2010/2/19,44,39.93,2.514,211.2891429,8.106,4401.78,0
1,2010/2/19,45,39.93,2.514,211.2891429,8.106,22.94,0
1,2010/2/19,46,39.93,2.514,211.2891429,8.106,22414.94,0
1,2010/2/19,47,39.93,2.514,211.2891429,8.106,-863,0
1,2010/2/19,48,39.93,2.514,211.2891429,8.106,354,0
1,2010/2/19,49,39.93,2.514,211.2891429,8.106,16736.17,0
1,2010/2/19,51,39.93,2.514,211.2891429,8.106,52.88,0
1,2010/2/19,52,39.93,2.514,211.2891429,8.106,3356.66,0
1,2010/2/19,54,39.93,2.514,211.2891429,8.106,616,0
1,2010/2/19,55,39.93,2.514,211.2891429,8.106,17404.53,0
1,2010/2/19,56,39.93,2.514,211.2891429,8.106,3246.57,0
1,2010/2/19,58,39.93,2.514,211.2891429,8.106,3131,0
1,2010/2/19,59,39.93,2.514,211.2891429,8.106,1530.41,0
1,2010/2/19,60,39.93,2.514,211.2891429,8.106,1020.8,0
1,2010/2/19,67,39.93,2.514,211.2891429,8.106,16411.69,0
1,2010/2/19,71,39.93,2.514,211.2891429,8.106,3357,0
1,2010/2/19,72,39.93,2.514,211.2891429,8.106,72377.79,0
1,2010/2/19,74,39.93,2.514,211.2891429,8.106,13917.2,0
1,2010/2/19,79,39.93,2.514,211.2891429,8.106,34141.62,0
1,2010/2/19,80,39.93,2.514,211.2891429,8.106,15918.98,0
1,2010/2/19,81,39.93,2.514,211.2891429,8.106,28784.91,0
1,2010/2/19,82,39.93,2.514,211.2891429,8.106,20195.2,0
1,2010/2/19,83,39.93,2.514,211.2891429,8.106,9080.26,0
1,2010/2/19,85,39.93,2.514,211.2891429,8.106,6517.55,0
1,2010/2/19,87,39.93,2.514,211.2891429,8.106,33593.8,0
1,2010/2/19,90,39.93,2.514,211.2891429,8.106,76091.36,0
1,2010/2/19,91,39.93,2.514,211.2891429,8.106,63011.44,0
1,2010/2/19,92,39.93,2.514,211.2891429,8.106,135066.75,0
1,2010/2/19,93,39.93,2.514,211.2891429,8.106,62581.64,0
1,2010/2/19,94,39.93,2.514,211.2891429,8.106,72212.32,0
1,2010/2/19,95,39.93,2.514,211.2891429,8.106,107952.07,0
1,2010/2/19,97,39.93,2.514,211.2891429,8.106,31585.78,0
1,2010/2/19,98,39.93,2.514,211.2891429,8.106,12087.95,0
1,2010/2/26,1,46.63,2.561,211.3196429,8.106,19403.54,0
1,2010/2/26,2,46.63,2.561,211.3196429,8.106,44292.87,0
1,2010/2/26,3,46.63,2.561,211.3196429,8.106,11135.17,0
1,2010/2/26,4,46.63,2.561,211.3196429,8.106,34660.16,0
1,2010/2/26,5,46.63,2.561,211.3196429,8.106,24101.89,0
1,2010/2/26,6,46.63,2.561,211.3196429,8.106,5244.56,0
1,2010/2/26,7,46.63,2.561,211.3196429,8.106,17224.22,0
1,2010/2/26,8,46.63,2.561,211.3196429,8.106,35318.2,0
1,2010/2/26,9,46.63,2.561,211.3196429,8.106,15175.52,0
1,2010/2/26,10,46.63,2.561,211.3196429,8.106,27921.96,0
1,2010/2/26,11,46.63,2.561,211.3196429,8.106,17306.61,0
1,2010/2/26,12,46.63,2.561,211.3196429,8.106,9015.37,0
1,2010/2/26,13,46.63,2.561,211.3196429,8.106,37467.32,0
1,2010/2/26,14,46.63,2.561,211.3196429,8.106,16118.26,0
1,2010/2/26,16,46.63,2.561,211.3196429,8.106,12881.02,0
1,2010/2/26,17,46.63,2.561,211.3196429,8.106,10667.06,0
1,2010/2/26,18,46.63,2.561,211.3196429,8.106,545.02,0
1,2010/2/26,19,46.63,2.561,211.3196429,8.106,1655.32,0
1,2010/2/26,20,46.63,2.561,211.3196429,8.106,4007.94,0
1,2010/2/26,21,46.63,2.561,211.3196429,8.106,8592.42,0
1,2010/2/26,22,46.63,2.561,211.3196429,8.106,9295.78,0
1,2010/2/26,23,46.63,2.561,211.3196429,8.106,17798.37,0
1,2010/2/26,24,46.63,2.561,211.3196429,8.106,5630.82,0
1,2010/2/26,25,46.63,2.561,211.3196429,8.106,10218.67,0
1,2010/2/26,26,46.63,2.561,211.3196429,8.106,8541.14,0
1,2010/2/26,27,46.63,2.561,211.3196429,8.106,1666.75,0
1,2010/2/26,28,46.63,2.561,211.3196429,8.106,986.07,0
1,2010/2/26,29,46.63,2.561,211.3196429,8.106,4972.65,0
1,2010/2/26,30,46.63,2.561,211.3196429,8.106,3614.48,0
1,2010/2/26,31,46.63,2.561,211.3196429,8.106,2665.75,0
1,2010/2/26,32,46.63,2.561,211.3196429,8.106,8146.57,0
1,2010/2/26,33,46.63,2.561,211.3196429,8.106,4814.66,0
1,2010/2/26,34,46.63,2.561,211.3196429,8.106,12005,0
1,2010/2/26,35,46.63,2.561,211.3196429,8.106,2029.9,0
1,2010/2/26,36,46.63,2.561,211.3196429,8.106,506,0
1,2010/2/26,37,46.63,2.561,211.3196429,8.106,2474.99,0
1,2010/2/26,38,46.63,2.561,211.3196429,8.106,92755.59,0
1,2010/2/26,40,46.63,2.561,211.3196429,8.106,64328.29,0
1,2010/2/26,41,46.63,2.561,211.3196429,8.106,885.27,0
1,2010/2/26,42,46.63,2.561,211.3196429,8.106,7039.85,0
1,2010/2/26,44,46.63,2.561,211.3196429,8.106,3864.43,0
1,2010/2/26,45,46.63,2.561,211.3196429,8.106,45.41,0
1,2010/2/26,46,46.63,2.561,211.3196429,8.106,18099.75,0
1,2010/2/26,48,46.63,2.561,211.3196429,8.106,357,0
1,2010/2/26,49,46.63,2.561,211.3196429,8.106,16245.13,0
1,2010/2/26,51,46.63,2.561,211.3196429,8.106,4.16,0
1,2010/2/26,52,46.63,2.561,211.3196429,8.106,2287.01,0
1,2010/2/26,54,46.63,2.561,211.3196429,8.106,209,0
1,2010/2/26,55,46.63,2.561,211.3196429,8.106,16708.1,0
1,2010/2/26,56,46.63,2.561,211.3196429,8.106,2598.65,0
1,2010/2/26,58,46.63,2.561,211.3196429,8.106,4356,0
1,2010/2/26,59,46.63,2.561,211.3196429,8.106,1126.68,0
1,2010/2/26,60,46.63,2.561,211.3196429,8.106,959.2,0
1,2010/2/26,67,46.63,2.561,211.3196429,8.106,5905.14,0
1,2010/2/26,71,46.63,2.561,211.3196429,8.106,3944.5,0
1,2010/2/26,72,46.63,2.561,211.3196429,8.106,55590.73,0
1,2010/2/26,74,46.63,2.561,211.3196429,8.106,13330.89,0
1,2010/2/26,79,46.63,2.561,211.3196429,8.106,33309.85,0
1,2010/2/26,80,46.63,2.561,211.3196429,8.106,15673.94,0
1,2010/2/26,81,46.63,2.561,211.3196429,8.106,28213.79,0
1,2010/2/26,82,46.63,2.561,211.3196429,8.106,19023.33,0
1,2010/2/26,83,46.63,2.561,211.3196429,8.106,6627.3,0
1,2010/2/26,85,46.63,2.561,211.3196429,8.106,5622.63,0
1,2010/2/26,87,46.63,2.561,211.3196429,8.106,32299.49,0
1,2010/2/26,90,46.63,2.561,211.3196429,8.106,71718.48,0
1,2010/2/26,91,46.63,2.561,211.3196429,8.106,57335.17,0
1,2010/2/26,92,46.63,2.561,211.3196429,8.106,125048.08,0
1,2010/2/26,93,46.63,2.561,211.3196429,8.106,57630.02,0
1,2010/2/26,94,46.63,2.561,211.3196429,8.106,55501.07,0
1,2010/2/26,95,46.63,2.561,211.3196429,8.106,103652.58,0
1,2010/2/26,97,46.63,2.561,211.3196429,8.106,28457.31,0
1,2010/2/26,98,46.63,2.561,211.3196429,8.106,10871.74,0
1,2010/3/5,1,46.5,2.625,211.3501429,8.106,21827.9,0
1,2010/3/5,2,46.5,2.625,211.3501429,8.106,48397.98,0
1,2010/3/5,3,46.5,2.625,211.3501429,8.106,12275.58,0
1,2010/3/5,4,46.5,2.625,211.3501429,8.106,38086.19,0
1,2010/3/5,5,46.5,2.625,211.3501429,8.106,23082.14,0
1,2010/3/5,6,46.5,2.625,211.3501429,8.106,4221.25,0
1,2010/3/5,7,46.5,2.625,211.3501429,8.106,19659.7,0
1,2010/3/5,8,46.5,2.625,211.3501429,8.106,38776.09,0
1,2010/3/5,9,46.5,2.625,211.3501429,8.106,24064.7,0
1,2010/3/5,10,46.5,2.625,211.3501429,8.106,33299.27,0
1,2010/3/5,11,46.5,2.625,211.3501429,8.106,19082.9,0
1,2010/3/5,12,46.5,2.625,211.3501429,8.106,10239.06,0
1,2010/3/5,13,46.5,2.625,211.3501429,8.106,40423.95,0
1,2010/3/5,14,46.5,2.625,211.3501429,8.106,18268.78,0
1,2010/3/5,16,46.5,2.625,211.3501429,8.106,17129.81,0
1,2010/3/5,17,46.5,2.625,211.3501429,8.106,12657.65,0
1,2010/3/5,18,46.5,2.625,211.3501429,8.106,634.61,0
1,2010/3/5,19,46.5,2.625,211.3501429,8.106,1556.65,0
1,2010/3/5,20,46.5,2.625,211.3501429,8.106,4215.67,0
1,2010/3/5,21,46.5,2.625,211.3501429,8.106,8275.44,0
1,2010/3/5,22,46.5,2.625,211.3501429,8.106,8219.49,0
1,2010/3/5,23,46.5,2.625,211.3501429,8.106,18993.69,0
1,2010/3/5,24,46.5,2.625,211.3501429,8.106,6885.9,0
1,2010/3/5,25,46.5,2.625,211.3501429,8.106,10345.5,0
1,2010/3/5,26,46.5,2.625,211.3501429,8.106,8772.65,0
1,2010/3/5,27,46.5,2.625,211.3501429,8.106,1467.5,0
1,2010/3/5,28,46.5,2.625,211.3501429,8.106,1002.2,0
1,2010/3/5,29,46.5,2.625,211.3501429,8.106,5306.7,0
1,2010/3/5,30,46.5,2.625,211.3501429,8.106,4360.5,0
1,2010/3/5,31,46.5,2.625,211.3501429,8.106,2595.8,0
1,2010/3/5,32,46.5,2.625,211.3501429,8.106,9907.51,0
1,2010/3/5,33,46.5,2.625,211.3501429,8.106,6214.6,0
1,2010/3/5,34,46.5,2.625,211.3501429,8.106,12571.5,0
1,2010/3/5,35,46.5,2.625,211.3501429,8.106,2752,0
1,2010/3/5,36,46.5,2.625,211.3501429,8.106,648,0
1,2010/3/5,37,46.5,2.625,211.3501429,8.106,3647.82,0
1,2010/3/5,38,46.5,2.625,211.3501429,8.106,108282.86,0
1,2010/3/5,40,46.5,2.625,211.3501429,8.106,67000.83,0
1,2010/3/5,41,46.5,2.625,211.3501429,8.106,1405.96,0
1,2010/3/5,42,46.5,2.625,211.3501429,8.106,9701.14,0
1,2010/3/5,44,46.5,2.625,211.3501429,8.106,4465.33,0
1,2010/3/5,45,46.5,2.625,211.3501429,8.106,74.35,0
1,2010/3/5,46,46.5,2.625,211.3501429,8.106,20565.45,0
1,2010/3/5,48,46.5,2.625,211.3501429,8.106,771,0
1,2010/3/5,49,46.5,2.625,211.3501429,8.106,16445.28,0
1,2010/3/5,51,46.5,2.625,211.3501429,8.106,27.92,0
1,2010/3/5,52,46.5,2.625,211.3501429,8.106,3212.82,0
1,2010/3/5,54,46.5,2.625,211.3501429,8.106,198.97,0
1,2010/3/5,55,46.5,2.625,211.3501429,8.106,16120.04,0
1,2010/3/5,56,46.5,2.625,211.3501429,8.106,5298.62,0
1,2010/3/5,58,46.5,2.625,211.3501429,8.106,5796,0
1,2010/3/5,59,46.5,2.625,211.3501429,8.106,1275.29,0
1,2010/3/5,60,46.5,2.625,211.3501429,8.106,1371,0
1,2010/3/5,67,46.5,2.625,211.3501429,8.106,6519.39,0
1,2010/3/5,71,46.5,2.625,211.3501429,8.106,3010,0
1,2010/3/5,72,46.5,2.625,211.3501429,8.106,65525.74,0
1,2010/3/5,74,46.5,2.625,211.3501429,8.106,13824.33,0
1,2010/3/5,78,46.5,2.625,211.3501429,8.106,12,0
1,2010/3/5,79,46.5,2.625,211.3501429,8.106,42931.77,0
1,2010/3/5,80,46.5,2.625,211.3501429,8.106,15680.71,0
1,2010/3/5,81,46.5,2.625,211.3501429,8.106,29957.47,0
1,2010/3/5,82,46.5,2.625,211.3501429,8.106,19974.91,0
1,2010/3/5,83,46.5,2.625,211.3501429,8.106,8840,0
1,2010/3/5,85,46.5,2.625,211.3501429,8.106,4027.52,0
1,2010/3/5,87,46.5,2.625,211.3501429,8.106,30800.98,0
1,2010/3/5,90,46.5,2.625,211.3501429,8.106,78081.85,0
1,2010/3/5,91,46.5,2.625,211.3501429,8.106,62755.71,0
1,2010/3/5,92,46.5,2.625,211.3501429,8.106,132945.44,0
1,2010/3/5,93,46.5,2.625,211.3501429,8.106,63550.08,0
1,2010/3/5,94,46.5,2.625,211.3501429,8.106,59201.37,0
1,2010/3/5,95,46.5,2.625,211.3501429,8.106,112807.75,0
1,2010/3/5,97,46.5,2.625,211.3501429,8.106,31576.47,0
1,2010/3/5,98,46.5,2.625,211.3501429,8.106,10903.65,0
1,2010/3/12,1,57.79,2.667,211.3806429,8.106,21043.39,0
1,2010/3/12,2,57.79,2.667,211.3806429,8.106,43751.94,0
1,2010/3/12,3,57.79,2.667,211.3806429,8.106,10123.45,0
1,2010/3/12,4,57.79,2.667,211.3806429,8.106,32668.67,0
1,2010/3/12,5,57.79,2.667,211.3806429,8.106,21498.92,0
1,2010/3/12,6,57.79,2.667,211.3806429,8.106,5619,0
1,2010/3/12,7,57.79,2.667,211.3806429,8.106,21529.14,0
1,2010/3/12,8,57.79,2.667,211.3806429,8.106,34342.64,0
1,2010/3/12,9,57.79,2.667,211.3806429,8.106,25605.58,0
1,2010/3/12,10,57.79,2.667,211.3806429,8.106,28208,0
1,2010/3/12,11,57.79,2.667,211.3806429,8.106,17864.32,0
1,2010/3/12,12,57.79,2.667,211.3806429,8.106,12386.15,0
1,2010/3/12,13,57.79,2.667,211.3806429,8.106,35833.07,0
1,2010/3/12,14,57.79,2.667,211.3806429,8.106,15331.75,0
1,2010/3/12,16,57.79,2.667,211.3806429,8.106,23766.82,0
1,2010/3/12,17,57.79,2.667,211.3806429,8.106,12793.17,0
1,2010/3/12,18,57.79,2.667,211.3806429,8.106,1275.08,0
1,2010/3/12,19,57.79,2.667,211.3806429,8.106,1742.14,0
1,2010/3/12,20,57.79,2.667,211.3806429,8.106,6476.41,0
1,2010/3/12,21,57.79,2.667,211.3806429,8.106,7785.3,0
1,2010/3/12,22,57.79,2.667,211.3806429,8.106,10372.48,0
1,2010/3/12,23,57.79,2.667,211.3806429,8.106,17426.63,0
1,2010/3/12,24,57.79,2.667,211.3806429,8.106,5396.96,0
1,2010/3/12,25,57.79,2.667,211.3806429,8.106,10705.75,0
1,2010/3/12,26,57.79,2.667,211.3806429,8.106,7877.4,0
1,2010/3/12,27,57.79,2.667,211.3806429,8.106,1130,0
